기준 일자,정류소 명,정류소 번호,정류소아이디,권역,엑스좌표,위도,와이좌표,경도
2021-07-23,(구)국제여객터미널,35051,161000051,중구,164336.142,126.5977262,439026.3324,37.45270652
2021-07-23,(구)국제여객터미널,35052,161000052,중구,164354.2093,126.597932,438993.844,37.45241451
2021-07-23,(구)시민회관사거리,37326,163000326,미추홀구,171611.3811,126.679927,439559.922,37.45776642
2021-07-23,(구)시민회관사거리,37319,163000319,미추홀구,171634.3433,126.6801883,439514.779,37.4573604
2021-07-23,(구)신현주공,42228,168000228,서구,171058.195,126.6733945,446673.6356,37.52184278
2021-07-23,(구)오성극장,36013,162000013,동구,167603.6636,126.6345269,441916.6695,37.47886843
2021-07-23,(구)현대백화점,40157,166000157,부평구,174451.6523,126.7118911,443521.366,37.49354167
2021-07-23,(구)현대백화점,40158,166000158,부평구,174395.6197,126.7112675,443233.7065,37.49094833
2021-07-23,(주)CJLION입구,35479,161000479,중구,166463.28,126.6218155,437940.74,37.44300516
2021-07-23,(주)경동세라믹스,89146,168001146,서구,166087.8384,126.6169776,450837.1724,37.55918552
2021-07-23,(주)경인양행앞,42096,168000096,서구,170343.637,126.6654136,444145.8737,37.49904538
2021-07-23,(주)경인양행앞,42097,168000097,서구,170465.3876,126.6667891,444178.4131,37.49934246
2021-07-23,(주)다이아트론,39133,165000133,남동구,174029.3658,126.7074212,434874.6036,37.41562307
2021-07-23,(주)다이아트론,39134,165000134,남동구,174004.1676,126.7071353,434909.4484,37.41593631
2021-07-23,(주)대한특수금속,39050,165000050,남동구,172879.0446,126.6944906,433147.5666,37.40002943
2021-07-23,(주)두남,39135,165000135,남동구,173648.1398,126.7031061,435119.4794,37.41781861
2021-07-23,(주)삼환교통(종점),35286,161000286,중구,166153.5853,126.6183322,437585.4911,37.43979312
2021-07-23,(주)선우정공,39556,165000556,남동구,173449.7136,126.7008559,435360.4839,37.41998438
2021-07-23,(주)선우정공,39124,165000124,남동구,173368.2624,126.6999464,435067.3135,37.41734057
2021-07-23,(주)세모입구(린나이코리아),37585,163000585,미추홀구,172037.8604,126.6846847,441205.1449,37.47260274
2021-07-23,(주)세모입구(린나이코리아),40893,166000893,부평구,172057.7617,126.6849083,441242.8151,37.47294275
2021-07-23,(주)스킨이데아,89388,168001388,서구,,0,,0
2021-07-23,(주)스킨이데아,89389,168001389,서구,,0,,0
2021-07-23,(주)에코마이스터,89147,168001147,서구,166319.5008,126.6195958,450916.9541,37.55991283
2021-07-23,(주)창원,39029,165000029,남동구,173299.1435,126.6992605,432446.33,37.3937235
2021-07-23,(주)창원,39030,165000030,남동구,173277.9157,126.699019,432494.3646,37.39415568
2021-07-23,10번 종점,37292,163000292,미추홀구,170579.3231,126.6682538,439774.3012,37.45966564
2021-07-23,119정서진구조대,89172,168001172,서구,170757.0407,126.6697565,452471.1693,37.57406767
2021-07-23,14-1번종점,39585,165000585,남동구,178011.9714,126.7523389,437219.8808,37.4368574
2021-07-23,17사단.다임메가타운,40895,166000895,부평구,177507.0181,126.7464811,442195.4793,37.48167518
2021-07-23,17사단입구,40832,166000832,부평구,177516.4992,126.7466032,441707.0289,37.47727451
2021-07-23,1군단앞,63050,218000050,코드정보 없음,192282.1065,126.9132486,468615.4941,37.7199573
2021-07-23,1군단앞,63060,218000060,코드정보 없음,192190.8291,126.9122145,468502.4995,37.71893848
2021-07-23,1번종점,42373,168000373,서구,166748.2336,126.6242616,455019.4468,37.59689054
2021-07-23,1번종점,42372,168000372,서구,166751.5337,126.6242992,455014.6469,37.59684742
2021-07-23,1차풍림아이원,42642,168000642,서구,169714.5348,126.6577678,457000.7687,37.61484416
2021-07-23,1층입국장.인천국제공항,35337,161000337,중구,152424.43,126.4631275,438727.03,37.44947333
2021-07-23,2001아울렛,40154,166000154,부평구,174351.7495,126.7107737,443170.7223,37.49037963
2021-07-23,2001아울렛,40162,166000162,부평구,174496.6231,126.7124092,443245.4605,37.49105704
2021-07-23,2001아울렛,40159,166000159,부평구,174465.2197,126.7120553,443211.5236,37.4907504
2021-07-23,2차풍림아이원,42584,168000584,서구,169970.2959,126.6606719,456820.837,37.61323144
2021-07-23,3단지,40736,166000736,부평구,173853.6084,126.7051474,442992.3973,37.48875895
2021-07-23,3단지관리사무소,40107,166000107,부평구,173842.5634,126.7050227,442987.6075,37.48871548
2021-07-23,41번구종점,42174,168000174,서구,170506.952,126.6671947,445782.494,37.51379628
2021-07-23,510번차고지,36145,162000145,동구,169053.9093,126.6508695,443177.4657,37.49027779
2021-07-23,532번종점,39552,165000552,남동구,177055.6693,126.7414947,438460.4112,37.44801128
2021-07-23,535종점,39541,165000541,남동구,177330.3548,126.7446242,437639.525,37.4406219
2021-07-23,540번종점,39470,165000470,남동구,175794.0056,126.7271759,440310.3917,37.46464729
2021-07-23,586.588 차고지,41020,167000020,계양구,173538.4935,126.7014151,447687.5167,37.53105228
2021-07-23,63빌딩,28066,118000066,코드정보 없음,194562.3403,126.9392763,446696.89,37.52249166
2021-07-23,63빌딩,28067,118000067,코드정보 없음,194595.385,126.9396497,446749.39,37.52296488
2021-07-23,6635(상1),39989,165000989,남동구,173136.0322,126.6974419,431803.2704,37.38792479
2021-07-23,6635(상10),30026,120000026,코드정보 없음,191118.6717,126.9003742,442293.0352,37.48278611
2021-07-23,6635(상2),70194,224000194,코드정보 없음,177818.8664,126.7503165,431917.411,37.38907734
2021-07-23,6635(상4),70196,224000196,코드정보 없음,187740.9867,126.8623397,433043.4164,37.3994077
2021-07-23,6635(상5),58049,213000049,코드정보 없음,187484.6791,126.8594125,434953.1177,37.41661086
2021-07-23,6635(상6),58050,213000050,코드정보 없음,189111.3228,126.8777751,435792.5736,37.42419509
2021-07-23,6635(상7),58051,213000051,코드정보 없음,190532.6328,126.8938134,437261.1836,37.43744309
2021-07-23,6635(상9),27023,117000023,코드정보 없음,190957.6717,126.898577,440425.0352,37.46595383
2021-07-23,6635(상9),27022,117000022,코드정보 없음,191502.5927,126.9047582,438564.9042,37.44919918
2021-07-23,6635(하1),27024,117000024,코드정보 없음,190931.1717,126.8982722,440846.2352,37.46974859
2021-07-23,6635(하10),38596,164000596,연수구,169111.9031,126.6519091,434026.886,37.40783395
2021-07-23,6635(하2),27025,117000025,코드정보 없음,191326.3717,126.9027618,438982.0352,37.4529559
2021-07-23,6635(하3),58052,213000052,코드정보 없음,190775.3717,126.8965508,437686.0352,37.4412735
2021-07-23,6635(하4),58053,213000053,코드정보 없음,189410.3717,126.8811476,436212.0352,37.42797796
2021-07-23,6635(하5),58054,213000054,코드정보 없음,187819.2217,126.8631896,435073.1952,37.41769725
2021-07-23,6635(하6),70197,224000197,코드정보 없음,187685.7117,126.8617111,433303.7652,37.40175273
2021-07-23,6635(하7),70198,224000198,코드정보 없음,183066.9417,126.8095721,432191.7452,37.39166015
2021-07-23,6635(하8),70199,224000199,코드정보 없음,177948.5769,126.7517783,432016.5654,37.38997383
2021-07-23,6635(하9),39990,165000990,남동구,173096.4031,126.6969924,431858.486,37.38842113
2021-07-23,6공단사거리,37577,163000577,미추홀구,170571.1644,126.6680982,441359.7219,37.47394984
2021-07-23,6공단입구,37443,163000443,미추홀구,171609.1612,126.6798502,440900.5708,37.46984547
2021-07-23,6공단입구,37442,163000442,미추홀구,171620.8586,126.6799835,440873.6733,37.46960348
2021-07-23,88JC(미정차),25204,115000204,코드정보 없음,184187.9079,126.8217639,453839.6593,37.58672687
2021-07-23,88JC(미정차),25201,99999999,코드정보 없음,184072.9004,126.820461,453873.2436,37.58702746
2021-07-23,88체육관,25020,115000020,코드정보 없음,186634.7643,126.849522,450839.6265,37.55973597
2021-07-23,88체육관,25093,115000093,코드정보 없음,186654.7513,126.8497475,450874.0361,37.56004629
2021-07-23,88체육관,25022,115000022,코드정보 없음,186758.0447,126.8509175,450826.6565,37.5596209
2021-07-23,8부두,35181,161000181,중구,165858.5206,126.6148029,441794.9159,37.47770853
2021-07-23,8부두,35182,161000182,중구,165818.055,126.6143436,441834.2054,37.47806103
2021-07-23,9호선 신논현역,32005,122000005,코드정보 없음,202321.2032,127.0270402,444608.8925,37.50369251
2021-07-23,9호선염창역,25042,115000042,코드정보 없음,189055.9219,126.8769408,449741.3124,37.54987239
2021-07-23,BMX경기장 앞,90357,169001357,강화군,,0,,0
2021-07-23,CJ인천2공장,35591,161000591,중구,166915.1104,126.6269444,437422.8496,37.43835532
2021-07-23,CJ인천2공장,35592,161000592,중구,166941.3444,126.6272414,437412.0473,37.43825893
2021-07-23,CJ제2공장앞,35296,161000296,중구,166454.4419,126.6217014,438251.8725,37.44580811
2021-07-23,E편한세상,42453,168000453,서구,173514.6933,126.7008836,454932.202,37.59632451
2021-07-23,E편한세상,42649,168000649,서구,172873.7715,126.6935344,457405.8327,37.61859245
2021-07-23,E편한세상,42726,168000726,서구,172877.3508,126.6935762,457374.2708,37.6183082
2021-07-23,GM대우청라주행시험장,42781,168000781,서구,168942.3912,126.6494725,446394.3881,37.5192579
2021-07-23,GM대우청라주행시험장,42780,168000780,서구,168992.411,126.6500383,446394.2593,37.51925843
2021-07-23,GM물류센터,40568,166000568,부평구,174314.6817,126.7102485,446200.1413,37.51767326
2021-07-23,GS25편의점,36142,162000142,동구,167736.0914,126.6360152,442117.2986,37.48068071
2021-07-23,GS내리주유소,44130,170000130,옹진군,,0,,0
2021-07-23,GS내리주유소,44147,170000147,옹진군,,0,,0
2021-07-23,GS주유소,42463,168000463,서구,168033.3786,126.6387088,457416.1392,37.61852949
2021-07-23,GS주유소앞,70091,224000091,코드정보 없음,177657.1055,126.7484811,432209.0107,37.39170078
2021-07-23,GS칼텍스,35218,161000218,중구,164893.0219,126.603867,442229.6229,37.48158893
2021-07-23,GS칼텍스,89220,168001220,서구,168271.806,126.6419451,445053.3916,37.50715296
2021-07-23,GS칼텍스,89224,168001224,서구,168147.1129,126.6405359,445027.6613,37.50691683
2021-07-23,GS칼텍스,35557,161000557,중구,164707.0914,126.6017822,441868.7375,37.47833033
2021-07-23,GS칼텍스,35168,161000168,중구,164830.1909,126.6031719,441910.3986,37.47871039
2021-07-23,GS칼텍스주유소,39814,165000814,남동구,176630.3909,126.7366717,438993.6039,37.45280466
2021-07-23,IFC서울.콘래드호텔,28079,118000079,코드정보 없음,193545.8,126.9277713,447336.4,37.52824699
2021-07-23,IP부띠끄호텔,12026,102000026,코드정보 없음,199865.6,126.9992677,448381.6,37.53768718
2021-07-23,IP부띠끄호텔,12023,102000023,코드정보 없음,199855.3,126.9991512,448407.1,37.53791693
2021-07-23,JC회관,37383,163000383,미추홀구,171169.3773,126.6749035,440270.1874,37.46415215
2021-07-23,KBS88체육관,25160,115000160,코드정보 없음,186789.0803,126.8512692,450799.3792,37.55937559
2021-07-23,KBS88체육관,25159,115000159,코드정보 없음,186680.1087,126.8500352,450834.604,37.55969138
2021-07-23,KCC아파트,42391,168000391,서구,171455.6291,126.6776012,454089.4663,37.58867003
2021-07-23,KLH아파트,80374,232000374,코드정보 없음,167203.3692,126.6292002,459807.842,37.6400485
2021-07-23,KTX광명역,58055,213000055,코드정보 없음,189753.8686,126.885041,435309.7259,37.41985196
2021-07-23,KTX광명역4번출구,58057,213000486,코드정보 없음,189613.0953,126.8834573,434845.6335,37.41566887
2021-07-23,KTX광명역6번출구,58056,213000056,코드정보 없음,189894.9241,126.8866355,435235.7503,37.41918699
2021-07-23,KT부평지사,40384,166000384,부평구,174481.1491,126.7121846,444672.392,37.50391309
2021-07-23,KT부평지사,40381,166000381,부평구,174419.6215,126.7114895,444653.4019,37.50374028
2021-07-23,KT서인천지사,42933,168000933,서구,170988.0122,126.6725097,448971.2655,37.54254173
2021-07-23,KT서인천지사,42932,168000932,서구,170998.7452,126.6726312,448969.5708,37.5425268
2021-07-23,KT송도지점,38568,164000568,연수구,168471.0367,126.6446072,435512.0082,37.4211932
2021-07-23,KT온수분국,43523,169000523,강화군,154327.5827,126.4833258,459742.2657,37.63890718
2021-07-23,KT인천공항지사,35095,161000095,중구,154875.6093,126.4905408,443406.849,37.4917599
2021-07-23,KT인천공항지사,35109,161000109,중구,154855.7604,126.4903052,443588.4114,37.49339475
2021-07-23,KT인천지사,39319,165000319,남동구,173125.1987,126.6970238,439914.6918,37.46100819
2021-07-23,KT인천지사,37415,163000415,미추홀구,172882.0213,126.6942791,439806.8507,37.46002944
2021-07-23,KT중동지사,55082,210000551,코드정보 없음,178781.324,126.7608225,444475.2464,37.50224592
2021-07-23,KT중동지사,55081,210000525,코드정보 없음,178774.5699,126.7607453,444501.7605,37.50248465
2021-07-23,LG물류센터,39043,165000043,남동구,174515.5143,126.7130021,432286.0786,37.39231393
2021-07-23,LG물류센터,39044,165000044,남동구,174497.3656,126.7127967,432301.9323,37.39245628
2021-07-23,LG아파트후문,42616,168000616,서구,173173.2436,126.6970229,454780.0877,37.59494409
2021-07-23,LG아파트후문,42617,168000617,서구,173126.127,126.6964896,454775.6173,37.59490244
2021-07-23,LG유플러스,12008,102000008,코드정보 없음,196745.4673,126.9639701,447207.81,37.52710545
2021-07-23,LG유플러스,12007,102000007,코드정보 없음,196747.0528,126.9639882,447184.5028,37.52689546
2021-07-23,LG전자(주),42297,168000297,서구,168249.677,126.6414589,450501.008,37.55623392
2021-07-23,LG전자인천캠퍼스,89264,168001264,서구,168589.0185,126.6453054,450359.3933,37.55496965
2021-07-23,LG전자인천캠퍼스,89029,168001029,서구,168567.6748,126.6450653,450324.2766,37.55465253
2021-07-23,LH1단지,35495,161000495,중구,155691.0105,126.4998167,442478.3429,37.4834339
2021-07-23,LH1단지,35494,161000494,중구,155682.0866,126.4997147,442495.9784,37.48359236
2021-07-23,LH49단지행복주택아파트,35768,161000768,중구,,0,,0
2021-07-23,LH49단지행복주택아파트,35769,161000769,중구,,0,,0
2021-07-23,LH7단지,35452,161000452,중구,160135.6887,126.5500592,442644.6582,37.48513504
2021-07-23,LH7단지,35451,161000451,중구,160116.7985,126.5498469,442619.6288,37.48490871
2021-07-23,LH웨스턴블루힐정문,89185,168001185,서구,170562.5634,126.6677378,447923.3656,37.53308688
2021-07-23,LH웨스턴블루힐정문,89184,168001184,서구,170500.4146,126.6670337,447946.9822,37.53329767
2021-07-23,LH청아안아파트,39925,165000925,남동구,177469.3349,126.7462229,436716.9049,37.4323125
2021-07-23,LH청아안아파트,39926,165000926,남동구,177475.3349,126.7462898,436746.4049,37.43257844
2021-07-23,LH청아안아파트,39945,165000945,남동구,177542.8749,126.7470598,436520.7746,37.43054716
2021-07-23,NKG물류센터,89212,168001212,서구,165502.5534,126.610637,444812.0062,37.50487865
2021-07-23,NKG물류센터,32059,122000059,코드정보 없음,165558.8936,126.6112689,444923.6644,37.50588677
2021-07-23,S,37594,163000594,미추홀구,168762.8256,126.6477578,438946.8534,37.45215076
2021-07-23,S,37595,163000595,미추홀구,168947.8256,126.6498526,438851.8534,37.45130106
2021-07-23,SBS공개홀,25109,115000109,코드정보 없음,186820.2003,126.8516077,451561.6985,37.56624442
2021-07-23,SBS공개홀,25108,115000108,코드정보 없음,186820.2003,126.8516077,451561.6985,37.56624442
2021-07-23,SBS공개홀,25110,115000110,코드정보 없음,186819.5,126.8515997,451563.169,37.56625766
2021-07-23,SBS공개홀,25112,115000112,코드정보 없음,186736.4103,126.8506588,451586.7207,37.56646866
2021-07-23,SBS방송국,25111,115000111,코드정보 없음,186819.5,126.8515997,451563.169,37.56625766
2021-07-23,SK,37598,163000598,미추홀구,168758.9896,126.6477216,438777.6354,37.45062599
2021-07-23,SK.GS주유소,89230,168001230,서구,169939.6524,126.660869,443563.1223,37.4937818
2021-07-23,SK.GS주유소,89231,168001231,서구,169983.9165,126.6613715,443513.5465,37.49333657
2021-07-23,SKLPG충전사업소,35636,161000636,중구,164736.4928,126.6022718,438587.2774,37.44876608
2021-07-23,SKLPG충전사업소,35638,161000638,중구,164705.9621,126.6019261,438600.711,37.44888595
2021-07-23,SK뷰아파트,56123,211000123,코드정보 없음,182302.5646,126.8007004,442163.3816,37.48149057
2021-07-23,SK뷰아파트,56110,211000110,코드정보 없음,182260.1979,126.8002221,442134.8817,37.48123297
2021-07-23,SK뷰아파트,56109,211000109,코드정보 없음,182260.1979,126.8002221,442134.8817,37.48123297
2021-07-23,SK뷰아파트,42888,168000888,서구,167276.6524,126.6305969,447145.1365,37.52596431
2021-07-23,SK뷰아파트,56108,211000108,코드정보 없음,182260.1979,126.8002221,442134.8817,37.48123297
2021-07-23,SK뷰아파트,42889,168000889,서구,167300.1891,126.6308638,447130.6139,37.5258343
2021-07-23,SK스카이뷰,37597,163000597,미추홀구,168707.0039,126.6471372,438705.1369,37.44997103
2021-07-23,SK스카이뷰,37588,163000588,미추홀구,168734.3006,126.6474425,438779.8676,37.45064527
2021-07-23,SK스카이뷰,37589,163000589,미추홀구,168910.3006,126.6494313,438786.8676,37.45071428
2021-07-23,SK스카이뷰,37590,163000590,미추홀구,168775.3006,126.6479057,438784.8676,37.4506917
2021-07-23,SK스카이뷰,37601,163000601,미추홀구,168699.3902,126.6470594,438512.533,37.44823543
2021-07-23,SK스카이뷰,37602,163000602,미추홀구,168713.0143,126.6472022,438774.2783,37.45059419
2021-07-23,SK스카이뷰,37592,163000592,미추홀구,168732.3006,126.6474202,438773.8676,37.45059114
2021-07-23,SK스카이뷰104동,37593,163000593,미추홀구,168359.3006,126.6432046,438778.8676,37.45062349
2021-07-23,SK스카이뷰104동,37603,163000603,미추홀구,168342.1786,126.6430124,438748.83,37.45035226
2021-07-23,SK스카이뷰104동,37587,163000587,미추홀구,168308.9305,126.6426474,438499.4061,37.44810384
2021-07-23,SK스카이뷰109동,37604,163000604,미추홀구,168473.6982,126.6444808,439168.8007,37.45414065
2021-07-23,SK스카이뷰109동,37605,163000605,미추홀구,168480.3006,126.6445552,439173.8676,37.45418653
2021-07-23,SK스카이뷰109동,37607,163000607,미추홀구,168424.9178,126.6439429,438854.6492,37.45130851
2021-07-23,SK스카이뷰109동,37606,163000606,미추홀구,168479.3469,126.6445442,439177.2695,37.45421715
2021-07-23,SK인천석유화학,42768,168000768,서구,170074.2483,126.6623086,445583.8417,37.5119925
2021-07-23,SK인천석유화학,42767,168000767,서구,170035.9654,126.6618762,445569.8655,37.51186534
2021-07-23,SK주유소,42956,168000956,서구,168912.0637,126.6491631,445599.272,37.51209305
2021-07-23,SK주유소앞,35287,161000287,중구,166616.9764,126.6236046,436784.855,37.43259634
2021-07-23,SK주유소앞,35288,161000288,중구,166644.5664,126.6239018,437106.8875,37.43549881
2021-07-23,SK주유소앞,35539,161000539,중구,166585.517,126.6232483,436803.6346,37.4327644
2021-07-23,SK충전소,35085,161000085,중구,165275.6422,126.6083254,439420.1104,37.4562902
2021-07-23,TEST0607,57048,212000048,코드정보 없음,179278.4726,126.7663436,448056.6663,37.53452542
2021-07-23,ddd,42992,168000992,서구,171754.2853,126.6813656,444155.9869,37.4991808
2021-07-23,e편한세상 정문,38624,164000626,연수구,166012.3213,126.6168708,434661.9468,37.4134471
2021-07-23,e편한세상(109동 앞),32062,164000622,연수구,166001.5753,126.6167681,434256.5065,37.40979372
2021-07-23,e편한세상(109동앞),38643,164000645,연수구,,0,,0
2021-07-23,e편한세상1차(정문),35662,161000662,중구,156827.2761,126.5127003,441845.8464,37.47778915
2021-07-23,e편한세상1차(정문),35663,161000663,중구,156802.1938,126.5124153,441870.9287,37.47801396
2021-07-23,e편한세상영종오션하임,35761,161000761,중구,161732.0377,126.5680769,443240.9915,37.49057544
2021-07-23,e편한세상영종오션하임,35674,161000674,중구,161781.9647,126.5686348,443368.2097,37.49172371
2021-07-23,e편한세상영종오션하임정문,35832,161000832,중구,,0,,0
2021-07-23,e편한세상영종하늘도시,35646,161000646,중구,156856.996,126.5130421,441747.8288,37.47690743
2021-07-23,e편한세상영종하늘도시,35647,161000647,중구,156941.16,126.5140008,441624.172,37.47579725
2021-07-23,e편한세상후문,32063,164000623,연수구,166194.671,126.618942,434412.0395,37.41120214
2021-07-23,gym80fitness,37081,163000081,미추홀구,167618.0247,126.6348216,438907.6999,37.45175856
2021-07-23,gym80fitness,37085,163000085,미추홀구,167683.0506,126.6355423,439231.1806,37.45467535
2021-07-23,가경공원,89365,168001365,서구,,0,,0
2021-07-23,가구전시장,42074,168000074,서구,170491.5498,126.6670993,443820.5204,37.49611874
2021-07-23,가구전시장,42072,168000072,서구,170500.2784,126.667199,443797.2203,37.49590909
2021-07-23,가나안마을앞,43905,169000905,강화군,155956.3826,126.5015048,464284.8495,37.67991273
2021-07-23,가나안마을앞,43904,169000904,강화군,155942.1806,126.5013446,464272.1372,37.67979752
2021-07-23,가능포,43969,169000969,강화군,149348.61,126.4267918,461549.075,37.65492405
2021-07-23,가능포,43970,169000970,강화군,149338.78,126.4266811,461539.833,37.65484024
2021-07-23,가락동,33014,123000014,코드정보 없음,210254.9761,127.1167522,443574.4179,37.49431846
2021-07-23,가락동,33020,123000020,코드정보 없음,210381.01,127.1181786,443659.2535,37.49508143
2021-07-23,가락시장역,33035,123000035,코드정보 없음,210302.7201,127.1172922,443578.672,37.49435626
2021-07-23,가락시장역,33038,123000038,코드정보 없음,210270.7086,127.1169304,443591.7293,37.49447426
2021-07-23,가람마을2.8단지,77044,229000044,코드정보 없음,178536.2426,126.7572978,470069.9403,37.73284141
2021-07-23,가람마을2.8단지,77045,229000045,코드정보 없음,178497.691,126.7568611,470049.8932,37.73265989
2021-07-23,가람마을3.4.6단지,77005,229000005,코드정보 없음,178836.4896,126.760695,470373.2172,37.7355808
2021-07-23,가람마을3.4.6단지,77014,229000014,코드정보 없음,178865.2327,126.7610209,470378.1103,37.73562555
2021-07-23,가리대삼거리,58005,213000005,코드정보 없음,189494.9052,126.8820666,438731.1455,37.45067627
2021-07-23,가림고등학교,42078,168000078,서구,171677.3875,126.6805247,443410.5204,37.4924619
2021-07-23,가마골,35283,161000283,중구,155572.2466,126.4984832,442325.0228,37.48204682
2021-07-23,가마골,35269,161000269,중구,155583.0556,126.4986049,442333.8442,37.48212682
2021-07-23,가산디지털단지역,27013,117000013,코드정보 없음,189729.1834,126.8846646,442269.1166,37.48255611
2021-07-23,가산디지털단지역,27009,117000009,코드정보 없음,189652.0447,126.8837903,442426.3103,37.48397156
2021-07-23,가스안전공사.극동아파트,70166,224000166,코드정보 없음,181151.4721,126.7877729,438783.2783,37.45101308
2021-07-23,가스안전공사.극동아파트,70165,224000165,코드정보 없음,181148.9732,126.7877457,438741.0124,37.45063221
2021-07-23,가야,42807,168000807,서구,164611.3705,126.6001163,453966.5626,37.58732463
2021-07-23,가야,42808,168000808,서구,164601.0292,126.6000001,453948.5234,37.58716171
2021-07-23,가양2단지성지아파트,25062,115000062,코드정보 없음,186534.7131,126.8483638,452235.8033,37.57231386
2021-07-23,가양2동강변아파트,25084,115000084,코드정보 없음,187246.8649,126.8564356,451641.8901,37.56697297
2021-07-23,가양3동도시개발6단지아파트,25058,115000058,코드정보 없음,187448.219,126.8587171,451501.1134,37.56570737
2021-07-23,가양3동도시개발9단지아파트,25087,115000087,코드정보 없음,187915.7952,126.8640153,451149.9399,37.56254963
2021-07-23,가양3동현대아파트,25105,115000105,코드정보 없음,187330.1,126.8573851,451220.2587,37.56317529
2021-07-23,가양3주민센터,25083,115000083,코드정보 없음,187698.358,126.8615512,451334.0336,37.5642054
2021-07-23,가양6.8단지,25168,115000168,코드정보 없음,187449.397,126.858731,451472.4054,37.56544873
2021-07-23,가양대교(경유),25193,115000193,코드정보 없음,187485.4183,126.8591331,451795.2975,37.56835844
2021-07-23,가양대교(경유),25196,115000196,코드정보 없음,187489.3618,126.8591771,451833.4861,37.56870256
2021-07-23,가양대교남단(미정차),25203,115000626,코드정보 없음,187562.9784,126.8600113,451784.0325,37.568258
2021-07-23,가양대교남단(미정차),25202,115000627,코드정보 없음,187458.3754,126.8588266,451822.9832,37.56860751
2021-07-23,가양대교북단,23075,113000075,코드정보 없음,188518.1685,126.8708107,452578.8885,37.575432
2021-07-23,가양도시개발9단지세현고등학교,25082,115000082,코드정보 없음,187970.821,126.8646382,451145.6414,37.56251162
2021-07-23,가양동대상,25114,115000114,코드정보 없음,186524.2103,126.8482537,451760.5897,37.5680321
2021-07-23,가양동우성아파트,25106,115000106,코드정보 없음,187100.5773,126.8547851,451343.1706,37.56427951
2021-07-23,가양동천주교영등포공업고등학교,25057,115000057,코드정보 없음,186709.1757,126.8503407,452123.9144,37.5713083
2021-07-23,가양사거리,25056,115000056,코드정보 없음,185934.9021,126.8415798,451941.9795,37.56965755
2021-07-23,가양사거리휴먼빌아파트,25068,115000068,코드정보 없음,186001.4357,126.8423283,452181.9787,37.57182092
2021-07-23,가양역,25178,115000178,코드정보 없음,187247,126.8564435,451279.1,37.56370429
2021-07-23,가양역.우성아파트,25107,115000163,코드정보 없음,186979.6498,126.8534205,451107.2311,37.56215201
2021-07-23,가양전화국,25086,115000086,코드정보 없음,185898.2596,126.8411698,451691.9811,37.56740454
2021-07-23,가양전화국,25065,115000065,코드정보 없음,185879.7885,126.8409602,451723.1858,37.5676854
2021-07-23,가양초등학교,25075,115000075,코드정보 없음,187592.7183,126.8603549,451373.5626,37.56456012
2021-07-23,가양한강타운아파트,25063,115000063,코드정보 없음,186203.1259,126.8446083,452345.6045,37.57329822
2021-07-23,가오대입구,80033,232000661,코드정보 없음,166211.8697,126.6178885,461494.4643,37.65520824
2021-07-23,가오대입구,80034,232000660,코드정보 없음,166218.583,126.617963,461529.3737,37.655523
2021-07-23,가원초등학교,42952,168000952,서구,170097.9377,126.6625026,447398.5843,37.52834374
2021-07-23,가원초등학교,89118,168001118,서구,170138.049,126.6629606,447294.5287,37.52740752
2021-07-23,가을1리,44048,170000048,옹진군,,0,,0
2021-07-23,가을2리,44050,170000050,옹진군,,0,,0
2021-07-23,가재우물터,35700,161000700,중구,160477.5036,126.5537899,445135.6014,37.50759244
2021-07-23,가재우물터,35678,161000678,중구,160485.8941,126.5538839,445151.5163,37.50773618
2021-07-23,가재울사거리,42039,168000039,서구,171563.5775,126.6792645,442719.9514,37.48623646
2021-07-23,가재울사거리,42042,168000042,서구,171573.0114,126.6793694,442765.8607,37.48665039
2021-07-23,가재울역,42035,168000035,서구,171919.6448,126.683297,442548.2422,37.4847003
2021-07-23,가재울역,42034,168000034,서구,171886.3335,126.6829207,442540.3717,37.48462837
2021-07-23,가정(루원시티)역,89050,168001050,서구,171156.938,126.6744998,446972.2845,37.52453664
2021-07-23,가정(루원시티)역,89051,168001051,서구,171213.6747,126.6751397,447021.2573,37.52497965
2021-07-23,가정(루원시티)역,89078,168001078,서구,171081.9474,126.6736494,447023.9794,37.52500005
2021-07-23,가정(루원시티)역,89075,168001075,서구,171131.83,126.6742154,446980.0514,37.52460583
2021-07-23,가정1동사무소,42239,168000239,서구,171247.7233,126.6755187,447177.5421,37.52638881
2021-07-23,가정1동사무소,42241,168000241,서구,171255.4084,126.6756057,447177.2106,37.52638607
2021-07-23,가정1동사무소,42240,168000240,서구,171252.6514,126.6755745,447177.6499,37.52638994
2021-07-23,가정1동사무소,42243,168000243,서구,171283.5323,126.6759239,447175.4483,37.52637107
2021-07-23,가정1동사무소,42242,168000242,서구,171280.473,126.6758893,447176.0109,37.52637604
2021-07-23,가정1동행정복지센터,89309,168001309,서구,170711.1468,126.6694512,447113.4967,37.52579487
2021-07-23,가정1동행정복지센터,42232,168000232,서구,171122.9989,126.6741239,446767.0549,37.5226865
2021-07-23,가정3동성당,42226,168000226,서구,171839.3013,126.6822431,446341.3862,37.51887349
2021-07-23,가정LH3단지정문앞,89041,168001041,서구,170397.8644,126.6658834,447702.4851,37.53109151
2021-07-23,가정고등학교,42200,168000200,서구,171532.934,126.6788034,445676.8314,37.51287655
