신우편번호,상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,경도,위도,업종구분
21445.0,19927968,우리집양념,,Q,음식,Q09,유흥주점,Q09A01,호프/맥주,I56219,기타 주점업,126.700853409254,37.4728232307585,외식업
21362.0,20675775,롯데마트부평점,부평점,D,소매,D03,종합소매점,D03B10,할인점,G47119,기타 대형 종합 소매업,126.704062244448,37.5049982168083,소매업
21351.0,20542987,선경정육점,,D,소매,D01,음/식료품소매,D01A03,정육점,G47212,육류 소매업,126.732934921019,37.5051042373981,소매업
21318.0,20547500,뫼골반찬점,,D,소매,D01,음/식료품소매,D01A07,반찬가게,G47219,기타 식료품 소매업,126.73759831122,37.51966075116,소매업
21317.0,20631578,이십일세기궁전양념통닭,,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,126.731644802078,37.5178489672603,외식업
21335.0,20815318,백윤정헤어,,F,생활서비스,F01,이/미용/건강,F01A01,여성미용실,S96112,두발미용업,126.722874268786,37.5101047201608,서비스업
21329.0,21681548,대신도시정비개발,,F,생활서비스,F14,자동차/이륜차,F14A01,자동차정비/카센타,,,126.722812038858,37.5164112456632,서비스업
21406.0,21550977,큐노래연습장,,N,관광/여가/오락,N02,무도/유흥/가무,N02A01,노래방,R91223,노래연습장 운영업,126.725652703239,37.4877170870509,서비스업
21363.0,21475399,허브유다이어트,,D,소매,D10,건강/미용식품,D10A01,다이어트상품판매,G47216,건강보조식품 소매업,126.71208805204,37.5052481873262,소매업
21414.0,22198764,부평6우체국,,F,생활서비스,F04,운송/배달/택배,F04B08,우체국/우편물취급소,J61100,우편업,126.73050834325,37.4874359843078,서비스업
21322.0,22230606,동화자동차공업사,,F,생활서비스,F14,자동차/이륜차,F14A01,자동차정비/카센타,,,126.750635055984,37.5166457795859,서비스업
21307.0,22811173,고려영수전문,,R,학문/교육,R01,학원-보습교습입시,R01A01,학원-입시,P85501,일반 교과 학원,126.701449115494,37.5128625135715,서비스업
21318.0,22986434,소리엘학원,,N,관광/여가/오락,N01,PC/오락/당구/볼링등,N01A01,인터넷PC방,R91222,컴퓨터 게임방 운영업,126.733547152606,37.5177342280099,서비스업
21351.0,22890575,하이스넥,,Q,음식,Q04,분식,Q04A03,떡볶이전문,I56194,분식 및 김밥 전문점,126.735887658758,37.5063973184243,외식업
21395.0,22842178,야싸다돼지마을,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,126.725887078314,37.4925581569548,외식업
21350.0,23032334,럭키고급세탁소,,F,생활서비스,F02,세탁/가사서비스,F02A01,세탁소/빨래방,S96912,가정용 세탁업,126.740211898526,37.5001182789833,서비스업
21362.0,23074185,이화음악,,R,학문/교육,R01,학원-보습교습입시,R01A01,학원-입시,P85501,일반 교과 학원,126.708121096663,37.5063942223913,서비스업
21389.0,24449845,방가방가,,D,소매,D06,가방/신발/액세서리,D06A10,가방/가죽제품소매,G47430,가방 및 기타 가죽제품 소매업,126.722951624223,37.4902919010401,소매업
21389.0,24436661,걸스토리,,D,소매,D05,의복의류,D05A01,일반의류,G47416,셔츠 및 기타 의복 소매업,126.722951624223,37.4902919010401,소매업
21404.0,25038061,신의직장,,Q,음식,Q09,유흥주점,Q09A04,민속주점,I56219,기타 주점업,126.726671351155,37.4909898076387,외식업
21394.0,25298692,초코식당,,Q,음식,Q06,양식,Q06A08,스테이크전문점,I56114,서양식 음식점업,126.723790665524,37.4934816098436,외식업
21437.0,25445471,예스플러스,,D,소매,D03,종합소매점,D03A01,편의점,G47122,체인화 편의점,126.703414365286,37.473130682733,소매업
21446.0,25230520,수제만두&고로케,,Q,음식,Q04,분식,Q04A02,국수/만두/칼국수,I56194,분식 및 김밥 전문점,126.701361567597,37.4702428541247,외식업
21397.0,25254708,부흥문구완구팬시,,D,소매,D08,사무/문구/컴퓨터,D08A01,사무/문구용품,G47612,문구용품 소매업,126.732374835051,37.496087917146,소매업
21445.0,19929022,베스킨라빈스,동암점,Q,음식,Q07,패스트푸드,Q07A07,아이스크림판매,I56191,제과점업,126.702142556138,37.4714948605629,외식업
21393.0,20549281,김밥속에단무지,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,126.723702205724,37.4960215619111,외식업
21370.0,20661847,명품삼계탕,,Q,음식,Q05,닭/오리요리,Q05A01,삼계탕전문,I56111,한식 음식점업,126.702441533198,37.500619447974,외식업
21359.0,25547451,맘마킹도시락,,Q,음식,Q07,패스트푸드,Q07A02,도시락전문점,I56111,한식 음식점업,126.725050585611,37.4998564935076,외식업
21395.0,20256666,금나라,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,126.726295289655,37.4938240033649,외식업
21376.0,20887027,비쥬구두,,F,생활서비스,F01,이/미용/건강,F01A01,여성미용실,S96112,두발미용업,126.705506155477,37.5019415442975,서비스업
21391.0,21553554,꼬마닭집,,D,소매,D01,음/식료품소매,D01A04,닭집,G47212,육류 소매업,126.725904695625,37.4961804931497,소매업
21448.0,21574796,자동차종합검사장,,F,생활서비스,F14,자동차/이륜차,F14A01,자동차정비/카센타,,,126.69056013053,37.4750883218458,서비스업
21450.0,21595553,영우상사,,D,소매,D07,가정/주방/인테리어,D07A01,인테리어/욕실용품/커튼,G47599,그외 기타 분류안된 가정용품 소매업,126.694713679828,37.4722329617686,소매업
21404.0,23170263,케이에프씨부평역매장,,Q,음식,Q07,패스트푸드,Q07A04,패스트푸드,I56199,그외 기타 음식점업,126.723337286585,37.4895572235053,외식업
21380.0,22803821,프린스치킨,,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,126.703414587485,37.4973233580045,외식업
21391.0,22752082,용방아간,,F,생활서비스,F02,세탁/가사서비스,F02A04,방앗간/정미소,,,126.725585201363,37.4963482425573,서비스업
21393.0,23497381,예닮,,D,소매,D05,의복의류,D05A03,여성의류전문점,,,126.723610453279,37.4947681373944,소매업
21389.0,23853520,레드원,,D,소매,D05,의복의류,D05A06,맞춤양장/양장점,G47413,남녀용 정장 소매업,126.722951624223,37.4902919010401,소매업
21395.0,23271683,케이에프씨인천부평,,Q,음식,Q07,패스트푸드,Q07A04,패스트푸드,I56199,그외 기타 음식점업,126.725716854182,37.4932591254662,외식업
21391.0,23455818,올림피아귀금속,,D,소매,D26,시계/귀금속소매,D26A01,시계/귀금속,G47830,시계 및 귀금속 소매업,126.726885029321,37.4950557635314,소매업
21405.0,23384511,손큰할매순대국백운역점,백운역점,Q,음식,Q10,별식/퓨전요리,Q10A05,순대전문점,I56111,한식 음식점업,126.708239354678,37.4857439193717,외식업
21389.0,24843203,라임,,D,소매,D18,사진/광학/정밀기기소매,D18A02,핸드폰소매,G47312,통신기기 소매업,126.722951624223,37.4902919010401,소매업
21393.0,23949699,사층구십팔호,,D,소매,D06,가방/신발/액세서리,D06A07,양품점,G47419,"기타 섬유, 직물 및 의복액세서리 소매업",126.723702205724,37.4960215619111,소매업
21438.0,25456629,집을찾는사람들,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,126.705077443049,37.4710945672536,서비스업
21349.0,25498410,비바체음악학원,,R,학문/교육,R05,학원-음악미술무용,R05A02,피아노/바이올린/기타,P85620,예술 학원,126.73835280673,37.5003777565211,서비스업
21404.0,19923972,아웃백스테이크하우스,부평역사점,Q,음식,Q06,양식,Q06A05,패밀리레스토랑,I56114,서양식 음식점업,126.723337286585,37.4895572235053,외식업
21445.0,19928896,소문난항아리불닭발,,Q,음식,Q05,닭/오리요리,Q05A10,닭내장/닭발요리,I56111,한식 음식점업,126.699864185794,37.4738034846004,외식업
21382.0,19932392,영화정식당,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,126.705416508507,37.4927230344456,외식업
21409.0,19948060,허브다이어트클럽,,D,소매,D10,건강/미용식품,D10A01,다이어트상품판매,G47216,건강보조식품 소매업,126.716672781858,37.4865025974583,소매업
21361.0,19928419,블랙생,,Q,음식,Q09,유흥주점,Q09A01,호프/맥주,I56219,기타 주점업,126.7043779494,37.5083264721341,외식업
21394.0,19928526,티코다방,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,126.724283421741,37.4930994888734,외식업
21395.0,19931821,어다리횟집,,Q,음식,Q03,일식/수산물,Q03A01,횟집,I56111,한식 음식점업,126.726696209455,37.4935219748549,외식업
21351.0,19930043,행복문화원우리마을,,D,소매,D02,선물/팬시/기념품,D02A02,꽃집/꽃배달,G47851,화초 및 산식물 소매업,126.731329617328,37.5043932124462,소매업
21398.0,19930685,토스트굽는사람들,,Q,음식,Q07,패스트푸드,Q07A10,토스트전문,I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",126.738596256493,37.49733486878,외식업
21440.0,19930787,백운건강원,,D,소매,D10,건강/미용식품,D10A07,건강원,G47216,건강보조식품 소매업,126.706452531562,37.4831384086613,소매업
21445.0,19931122,춘천닭갈비,,Q,음식,Q05,닭/오리요리,Q05A02,닭갈비전문,I56111,한식 음식점업,126.700653148307,37.4732895652901,외식업
21344.0,19931128,두리우동,,Q,음식,Q04,분식,Q04A04,우동전문점,I56194,분식 및 김밥 전문점,126.734872619406,37.5075668004045,외식업
21353.0,19931233,부흥식당,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,126.735066304037,37.4980990391826,외식업
21364.0,19931280,전주분식,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,126.715618175667,37.5058272440407,외식업
21363.0,19927510,금호한우마을정육점,,D,소매,D01,음/식료품소매,D01A03,정육점,G47212,육류 소매업,126.714463117762,37.507229293039,소매업
21395.0,20065087,체리쉬,,Q,음식,Q09,유흥주점,Q09A01,호프/맥주,I56219,기타 주점업,126.726280955016,37.4926705283708,외식업
21354.0,20063846,커피위드인,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,126.721840403623,37.5070570688643,외식업
21404.0,20077987,하루에,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,126.723337286585,37.4895572235053,외식업
21362.0,20094239,롯데나뚜루아이스크림롯데마트,부평산곡점,Q,음식,Q07,패스트푸드,Q07A07,아이스크림판매,I56191,제과점업,126.704062244448,37.5049982168083,외식업
21395.0,20095916,미미,,Q,음식,Q09,유흥주점,Q09A01,호프/맥주,I56219,기타 주점업,126.727201022102,37.4930949199714,외식업
21352.0,20281595,커피앤쥬스,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,126.732002420376,37.5040670557387,외식업
21323.0,20277911,세라워크피오레카페,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,126.733361308734,37.5153445085925,외식업
21304.0,20341887,낙원떡방아간,,Q,음식,Q08,제과제빵떡케익,Q08A03,떡전문,I56191,제과점업,126.702412099219,37.517999936227,외식업
21362.0,20369167,롯데마트부평산곡점LG화장품,,D,소매,D03,종합소매점,D03B10,할인점,G47119,기타 대형 종합 소매업,126.704062244448,37.5049982168083,소매업
21362.0,20368072,더페이스샵,부평점,D,소매,D16,화장품소매,D16A01,화장품판매점,G47813,화장품 및 방향제 소매업,126.704062244448,37.5049982168083,소매업
21438.0,20351448,고래사냥단란주점,,Q,음식,Q09,유흥주점,Q09A10,룸살롱/단란주점,I56211,일반유흥 주점업,126.704819345274,37.4709836143224,외식업
21404.0,20382239,쁘띠체,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,126.723337286585,37.4895572235053,외식업
21426.0,20459257,미스터생고기,,Q,음식,Q01,한식,Q01A02,갈비/삼겹살,I56111,한식 음식점업,126.730600694595,37.4853195491782,외식업
21356.0,20446824,산마을,,Q,음식,Q09,유흥주점,Q09A01,호프/맥주,I56219,기타 주점업,126.72567833521,37.5028456779654,외식업
21404.0,20478720,파스타코파,,Q,음식,Q06,양식,Q06A04,스파게티전문점,I56114,서양식 음식점업,126.723337286585,37.4895572235053,외식업
21379.0,20505593,외갓집밥상,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,126.721174380932,37.49968844746,외식업
21445.0,20547429,하얏트단란주점,,Q,음식,Q09,유흥주점,Q09A10,룸살롱/단란주점,I56211,일반유흥 주점업,126.701924219544,37.4716996994686,외식업
21403.0,20525615,이벤트,,Q,음식,Q09,유흥주점,Q09A01,호프/맥주,I56219,기타 주점업,126.730727841637,37.4905018537659,외식업
21393.0,20553249,페밀리언,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,126.723702205724,37.4960215619111,외식업
21425.0,20554846,청솔정육식당,,Q,음식,Q01,한식,Q01A02,갈비/삼겹살,I56111,한식 음식점업,126.725065463003,37.487007945638,외식업
21351.0,20529390,카페모리,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,126.73325104509,37.5044678964696,외식업
21393.0,20665400,굿모닝돈까스,,Q,음식,Q06,양식,Q06A02,돈가스전문점,I56114,서양식 음식점업,126.72336979841,37.4949547533313,외식업
21362.0,20663480,아리따움,롯데마트부평점,D,소매,D16,화장품소매,D16A01,화장품판매점,G47813,화장품 및 방향제 소매업,126.704062244448,37.5049982168083,소매업
21394.0,20634271,씨제이올리브부평점,부평점,D,소매,D16,화장품소매,D16A01,화장품판매점,G47813,화장품 및 방향제 소매업,126.724190214036,37.4932606678999,소매업
21435.0,20792161,고흥에서영광까지,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,126.709873048069,37.4775353517217,외식업
21379.0,20776136,자매식당,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,126.721321926469,37.5003207658578,외식업
21404.0,20776730,두산할인마트,,D,소매,D03,종합소매점,D03B10,할인점,G47119,기타 대형 종합 소매업,126.718343582402,37.49062943972,소매업
21388.0,20759217,겨울나그네,,Q,음식,Q09,유흥주점,Q09A01,호프/맥주,I56219,기타 주점업,126.721693894734,37.4944230417239,외식업
21454.0,20747354,신장아트광고,,F,생활서비스,F12,광고/인쇄,F12A02,간판제작종합,C33910,간판 및 광고물 제조업,126.696948581596,37.4685273578115,서비스업
21404.0,20690658,하루야돈까스,,Q,음식,Q06,양식,Q06A02,돈가스전문점,I56114,서양식 음식점업,126.723337286585,37.4895572235053,외식업
21404.0,20675874,솔이네푸드,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,126.723337286585,37.4895572235053,외식업
21450.0,20611421,구구오리목왕,,Q,음식,Q05,닭/오리요리,Q05A09,오리고기전문,I56111,한식 음식점업,126.696025003906,37.4728871741734,외식업
21377.0,20859533,휴브레인수학,,R,학문/교육,R01,학원-보습교습입시,R01A01,학원-입시,P85501,일반 교과 학원,126.712060145245,37.5035809800304,서비스업
21361.0,20863061,윤선생영어,,R,학문/교육,R01,학원-보습교습입시,R01A01,학원-입시,P85501,일반 교과 학원,126.704478536905,37.5077419076677,서비스업
21362.0,20873800,잉글리쉬,,R,학문/교육,R01,학원-보습교습입시,R01A01,학원-입시,P85501,일반 교과 학원,126.708121096663,37.5063942223913,서비스업
21377.0,20869868,리틀음악학원,,R,학문/교육,R01,학원-보습교습입시,R01A01,학원-입시,P85501,일반 교과 학원,126.711988884965,37.5031206783011,서비스업
21364.0,20858986,윤선생,,R,학문/교육,R13,학문교육기타,R13A01,학습지보급,P85503,방문 교육 학원,126.714915567733,37.5065674555146,서비스업
21361.0,20926047,크린토피아,,F,생활서비스,F01,이/미용/건강,F01A01,여성미용실,S96112,두발미용업,126.704912399621,37.5081611383827,서비스업
21405.0,20830174,옛날보리밥칼국수,,Q,음식,Q01,한식,Q01A16,보리밥전문,I56111,한식 음식점업,126.710137801382,37.4890984772756,외식업
21387.0,20806498,봉봉,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,126.718565550139,37.496830939702,외식업
21336.0,20839368,유헤어,,F,생활서비스,F01,이/미용/건강,F01A01,여성미용실,S96112,두발미용업,126.729907852011,37.5108743578519,서비스업
21363.0,21457222,현대공인중개사,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,126.71208805204,37.5052481873262,서비스업
21362.0,21449058,으뜸음악원,,R,학문/교육,R05,학원-음악미술무용,R05A02,피아노/바이올린/기타,P85620,예술 학원,126.70733990706,37.5064397371158,서비스업
21314.0,21445091,덕산부란자,,F,생활서비스,F14,자동차/이륜차,F14A01,자동차정비/카센타,,,126.716005468537,37.5234915941645,서비스업
21391.0,21517556,분홍돼지사막구경,,D,소매,D06,가방/신발/액세서리,D06A10,가방/가죽제품소매,G47430,가방 및 기타 가죽제품 소매업,126.727805737235,37.4961108793582,소매업
21310.0,21491389,부평주차장,,F,생활서비스,F14,자동차/이륜차,F14A07,주차장운영,H52915,주차장 운영업,126.709870861477,37.5177572817518,서비스업
21415.0,21472531,애드윙,,F,생활서비스,F12,광고/인쇄,F12A02,간판제작종합,C33910,간판 및 광고물 제조업,126.736881442456,37.4870177405746,서비스업
21320.0,21481040,대진상회,,D,소매,D03,종합소매점,D03A03,잡화점,G47190,그외 기타 종합 소매업,126.747254409887,37.5206105409749,소매업
21376.0,21475796,대한태권도,,R,학문/교육,R07,학원-예능취미체육,R07A20,태권도장,P85611,스포츠 교육기관,126.703625643788,37.4995061640459,서비스업
21309.0,21474672,부일미싱,,D,소매,D25,기타판매업,D25A14,미싱판매,G47599,그외 기타 분류안된 가정용품 소매업,126.703447122298,37.5111364724718,소매업
21403.0,21466635,YBM잉글루부평부개제2학원,,R,학문/교육,R04,학원-어학,R04A01,학원-외국어/어학,P85502,외국어학원,126.736227171927,37.4889389543948,서비스업
21315.0,21462816,코오롱인더스트리FNC부문,,D,소매,D05,의복의류,D05A01,일반의류,G47416,셔츠 및 기타 의복 소매업,126.720598447739,37.5201806120564,소매업
21332.0,21471417,그린마트,,D,소매,D03,종합소매점,D03A02,수퍼마켓,G47121,슈퍼마켓,126.724617508874,37.512682478785,소매업
21387.0,21549485,롯데부평마에스트로,,D,소매,D05,의복의류,D05A09,남성의류전문점,,,126.719560611626,37.4935259372261,소매업
21360.0,21550811,지엑스앤댄스센터나래,,R,학문/교육,R07,학원-예능취미체육,R07A17,학원-스포츠/재즈댄스,P85612,레크레이션 교육기관,126.725326884424,37.498904383005,서비스업
21355.0,21556606,내고향농산,,D,소매,D01,음/식료품소매,D01A22,식용유판매,G47219,기타 식료품 소매업,126.72911970074,37.5053245472851,소매업
21319.0,21572907,SK부동산,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,126.742657555472,37.5208500192088,서비스업
21405.0,21572917,모닝글로리백운점,백운점,D,소매,D08,사무/문구/컴퓨터,D08A01,사무/문구용품,G47612,문구용품 소매업,126.70858481336,37.4873515313617,소매업
21409.0,21558078,불티나,,D,소매,D05,의복의류,D05A01,일반의류,G47416,셔츠 및 기타 의복 소매업,126.716993559906,37.4889028256061,소매업
21361.0,21560839,가야식당,,Q,음식,Q13,음식배달서비스,Q13A01,야식집,I56132,이동 음식업,126.708511713041,37.5080113341282,외식업
21409.0,21573593,하나열쇠,,D,소매,D21,철물/난방/건설자재소매,D21A07,열쇠판매/수리,G47511,철물 및 난방용구 소매업,126.717420983494,37.4870513419896,소매업
21377.0,21575238,우성부동산,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,126.713033130471,37.5002667880619,서비스업
21352.0,21569569,컴AS출장피씨긴급방문수리,,N,관광/여가/오락,N01,PC/오락/당구/볼링등,N01A01,인터넷PC방,R91222,컴퓨터 게임방 운영업,126.734404746372,37.502452944459,서비스업
21335.0,21573661,은혜공인중개사,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,126.723373386404,37.5100200132066,서비스업
21451.0,21552082,대흥설비공사,,F,생활서비스,F15,주택수리,F15A03,배관난방보일러,F42201,배관 및 냉·난방 공사업,126.696573137369,37.4745240898127,서비스업
21362.0,21558763,초록마을,,D,소매,D01,음/식료품소매,D01A08,유기농식품판매,G47219,기타 식료품 소매업,126.708564905544,37.5062368907284,소매업
21384.0,21575606,청솔독서실,,R,학문/교육,R10,도서관/독서실,R10A01,독서실,R90212,독서실 운영업,126.706473358727,37.4904550059997,서비스업
21424.0,21561225,김밥이야기,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,126.724612669974,37.486372335466,외식업
21418.0,21560244,스마트공인중개사사무소,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,126.745943283619,37.4840327454537,서비스업
21449.0,21570849,공단공인중개사사무소,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,126.689589171863,37.4743657421757,서비스업
21336.0,21561978,에어컨설치이전대리점,,F,생활서비스,F03,개인/가정용품수리,F03A05,에어컨수리/설치,S95310,가전제품 수리업,126.727972061621,37.5096371358472,서비스업
21419.0,21573416,LG공인중개사사무소,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,126.745458680407,37.4839374968728,서비스업
21329.0,21574043,아이네트안경점,,D,소매,D18,사진/광학/정밀기기소매,D18A04,안경원,G47822,안경 소매업,126.725196845774,37.5165271141991,소매업
21405.0,21561327,사계절꽃방,,D,소매,D02,선물/팬시/기념품,D02A02,꽃집/꽃배달,G47851,화초 및 산식물 소매업,126.709533194896,37.4887494824891,소매업
21390.0,21633157,영재사관학원,,R,학문/교육,R01,학원-보습교습입시,R01A01,학원-입시,P85501,일반 교과 학원,126.722773128685,37.497453169125,서비스업
21337.0,21590352,미래자동판매기상사,,D,소매,D25,기타판매업,D25A18,자동판매기운영,G47991,자동판매기 운영업,126.730285407441,37.507950071151,소매업
21394.0,21597345,금강제화부평,,D,소매,D06,가방/신발/액세서리,D06A01,신발소매,G47420,신발 소매업,126.723218607096,37.4938718818949,소매업
21310.0,21623446,효성동주유소,,F,생활서비스,F16,주유소/충전소,F16A01,주유소,G47711,차량용 주유소 운영업,126.710187925019,37.5223379579757,서비스업
21437.0,21579087,두리인력파출부,,F,생활서비스,F05,인력/고용/용역알선,F05A01,가사도우미알선,N75110,고용알선업,126.703379892004,37.4725085920224,서비스업
21404.0,21578822,인천검정고시학원,,R,학문/교육,R01,학원-보습교습입시,R01A03,학원-검정고시,P85501,일반 교과 학원,126.726049223922,37.4910011207335,서비스업
21453.0,21589503,고흥누수탐지,,F,생활서비스,F15,주택수리,F15A03,배관난방보일러,F42201,배관 및 냉·난방 공사업,126.696868495865,37.4705357766449,서비스업
21393.0,21580085,로하스,,D,소매,D07,가정/주방/인테리어,D07A01,인테리어/욕실용품/커튼,G47599,그외 기타 분류안된 가정용품 소매업,126.723874486175,37.4945367219495,소매업
21335.0,21596894,신대산익스프레스,,F,생활서비스,F04,운송/배달/택배,F04A06,종합이삿짐대행,H49311,일반 화물자동차 운송업,126.723373386404,37.5100200132066,서비스업
21344.0,21582399,대교인천차이홍,,R,학문/교육,R13,학문교육기타,R13A01,학습지보급,P85503,방문 교육 학원,126.733192391634,37.5072694718745,서비스업
21417.0,21577101,쌍용자동차에이에스,,F,생활서비스,F14,자동차/이륜차,F14A01,자동차정비/카센타,,,126.754114464199,37.4828937925075,서비스업
21311.0,21595408,카젠카센타,,F,생활서비스,F14,자동차/이륜차,F14A01,자동차정비/카센타,,,126.709199411986,37.5173354727795,서비스업
21450.0,21592973,십정철물건재,,D,소매,D21,철물/난방/건설자재소매,D21A06,철물/건설자재소매,G47511,철물 및 난방용구 소매업,126.695392120939,37.4748264157204,소매업
21453.0,21536293,꼬마성어린집,,R,학문/교육,R08,유아교육,R08A02,어린이집,Q87210,보육시설 운영업,126.69822350852,37.4699740529811,서비스업
21396.0,21595785,동부종합철물,,D,소매,D21,철물/난방/건설자재소매,D21A06,철물/건설자재소매,G47511,철물 및 난방용구 소매업,126.729462408383,37.4931102537993,소매업
21432.0,21543468,희망어린이집,,R,학문/교육,R08,유아교육,R08A02,어린이집,Q87210,보육시설 운영업,126.715308262287,37.4816672457588,서비스업
21392.0,21597081,귀뚜라미보일러,,F,생활서비스,F15,주택수리,F15A03,배관난방보일러,F42201,배관 및 냉·난방 공사업,126.72940696958,37.4943801123474,서비스업
21397.0,21598559,베지밀부평남대리점,,D,소매,D01,음/식료품소매,D01A25,두유판매,G47221,음료 소매업,126.733498956498,37.4964874186433,소매업
21349.0,21532141,빨간펜수학의달인,,R,학문/교육,R13,학문교육기타,R13A01,학습지보급,P85503,방문 교육 학원,126.73835280673,37.5003777565211,서비스업
21344.0,21540112,전자신문,,F,생활서비스,F12,광고/인쇄,F12A05,광고물제작-종합,C33910,간판 및 광고물 제조업,126.735093314215,37.507893534999,서비스업
21376.0,21685797,우성유통,,D,소매,D03,종합소매점,D03A02,수퍼마켓,G47121,슈퍼마켓,126.704453080219,37.4993981085436,소매업
21376.0,21530296,우리공인중개사사무소,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,126.706355728325,37.4998965067165,서비스업
21317.0,21677460,공간화랑,,D,소매,D17,예술품/골동품/수석/분재,D17A04,표구점,C33933,표구 및 전사처리 제조업,126.731644802078,37.5178489672603,소매업
21391.0,21775950,새시장신발총판,,D,소매,D06,가방/신발/액세서리,D06A01,신발소매,G47420,신발 소매업,126.726589045334,37.496503233471,소매업
21418.0,21654463,대성모터스,,D,소매,D23,자동차/자동차용품,D23A02,중고자동차판매,G45120,중고 자동차 판매업,126.751951597955,37.4824114354312,소매업
21432.0,21857236,짱노래연습장,,N,관광/여가/오락,N02,무도/유흥/가무,N02A01,노래방,R91223,노래연습장 운영업,126.714569038596,37.4825782577003,서비스업
21389.0,22298444,미도파,,D,소매,D03,종합소매점,D03A03,잡화점,G47190,그외 기타 종합 소매업,126.72261562685,37.4907658150625,소매업
21441.0,22181327,김밥천국,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,126.702894567806,37.4796574584418,외식업
21310.0,22245268,복지문구사,,D,소매,D08,사무/문구/컴퓨터,D08A01,사무/문구용품,G47612,문구용품 소매업,126.710183748908,37.5219234404565,소매업
21318.0,22240496,골드공인중개사사무소,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,126.733815571622,37.5205933663661,서비스업
21335.0,22211244,GS부평로주유소,,F,생활서비스,F16,주유소/충전소,F16A01,주유소,G47711,차량용 주유소 운영업,126.721228139881,37.511123091878,서비스업
21405.0,22292203,MILL,,D,소매,D05,의복의류,D05A01,일반의류,G47416,셔츠 및 기타 의복 소매업,126.712812140986,37.490740492787,소매업
21453.0,22197689,해돋이놀이방,,R,학문/교육,R08,유아교육,R08A01,놀이방,Q87210,보육시설 운영업,126.696535908382,37.4714601710173,서비스업
21304.0,22192410,태광샷시부속,,D,소매,D21,철물/난방/건설자재소매,D21A08,셔터/새시판매,G47511,철물 및 난방용구 소매업,126.702709668857,37.5197602053564,소매업
21452.0,22253121,평화공인중개사사무소평화부동산,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,126.700206104757,37.4723385643129,서비스업
21370.0,22176885,마운트밸리부동산,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,126.70079539292,37.5035927661657,서비스업
