BAS_ID,open_7cluster,open_8cluster,open_9cluster,open_10cluster,open_11cluster,open_12cluster,open_13cluster,open_14cluster,open_15cluster,open_16cluster,open_17cluster,open_18cluster,open_19cluster,open_20cluster,open_21cluster,open_22cluster,open_23cluster,open_24cluster,open_25cluster,open_26cluster,open_27cluster,open_28cluster,open_29cluster,open_30cluster,close_7cluster,close_8cluster,close_9cluster,close_10cluster,close_11cluster,close_12cluster,close_13cluster,close_14cluster,close_15cluster,close_16cluster,close_17cluster,close_18cluster,close_19cluster,close_20cluster,close_21cluster,close_22cluster,close_23cluster,close_24cluster,close_25cluster,close_26cluster,close_27cluster,close_28cluster,close_29cluster,close_30cluster
21330,0,5,5,5,5,5,2,0,8,8,8,8,8,3,3,3,3,3,1,0,11,11,11,11,4.0,4.0,4.0,1.0,0.0,11.0,11.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,0.0,15.0,15.0,15.0,15.0,15.0,7.0,7.0,7.0,7.0
21331,0,5,5,5,5,5,2,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,4.0,4.0,4.0,1.0,0.0,11.0,11.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,0.0,15.0,15.0,15.0,15.0,15.0,7.0,7.0,7.0,7.0
21332,0,5,5,5,5,5,2,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,4.0,4.0,4.0,1.0,0.0,11.0,11.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
21333,0,5,5,5,5,5,2,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,4.0,4.0,4.0,1.0,0.0,11.0,11.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
21334,6,6,6,6,6,6,6,2,2,0,15,15,15,15,15,15,15,15,15,7,7,7,7,7,4.0,4.0,4.0,1.0,0.0,3.0,3.0,3.0,3.0,1.0,0.0,17.0,17.0,17.0,17.0,17.0,17.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
21335,0,5,5,5,5,5,2,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,4.0,4.0,4.0,1.0,0.0,11.0,11.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
21336,0,5,5,5,5,5,2,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,4.0,4.0,4.0,1.0,0.0,11.0,11.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,0.0,15.0,15.0,15.0,15.0,15.0,7.0,7.0,7.0,7.0
21337,0,5,5,5,5,5,2,0,8,8,8,8,8,3,3,3,3,3,1,0,11,11,11,11,0.0,2.0,0.0,4.0,4.0,4.0,1.0,1.0,0.0,15.0,15.0,15.0,15.0,15.0,15.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0
21338,0,5,5,5,5,5,2,0,8,8,8,8,8,3,3,3,3,3,1,0,11,11,11,11,4.0,4.0,4.0,1.0,0.0,11.0,11.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,0.0,15.0,15.0,15.0,15.0,15.0,7.0,7.0,7.0,7.0
21339,0,5,5,5,5,5,2,0,8,8,8,8,8,3,3,3,3,3,1,0,12,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,
21340,0,5,5,5,5,5,2,0,8,8,8,8,8,3,3,3,3,3,1,0,12,12,12,12,0.0,2.0,0.0,4.0,4.0,4.0,1.0,1.0,0.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0
21341,2,0,0,8,8,8,8,8,3,3,1,1,1,0,9,9,9,9,9,9,9,9,9,9,0.0,2.0,0.0,4.0,4.0,4.0,1.0,1.0,0.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0
21342,2,0,0,8,8,8,8,8,3,3,1,1,1,0,10,10,10,10,10,10,10,4,4,4,2.0,0.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
21343,2,0,0,8,8,8,8,8,3,3,1,1,1,0,10,10,10,10,10,10,10,4,4,4,0.0,2.0,0.0,4.0,4.0,4.0,1.0,1.0,0.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0
21344,0,5,5,5,5,5,2,0,8,8,8,8,8,3,3,3,3,3,1,0,12,12,12,12,0.0,2.0,0.0,4.0,4.0,4.0,1.0,1.0,0.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0
21345,2,0,0,8,8,8,8,8,3,3,1,1,1,0,10,10,10,10,10,10,10,4,4,4,0.0,2.0,0.0,4.0,4.0,4.0,1.0,1.0,0.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0
21346,2,0,0,8,8,8,8,8,3,3,1,1,1,0,10,10,10,10,10,10,10,4,4,4,0.0,2.0,0.0,4.0,4.0,4.0,1.0,1.0,0.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0
21347,2,0,0,8,8,8,8,8,3,3,1,1,1,0,10,10,10,10,10,10,10,4,4,4,0.0,2.0,0.0,4.0,4.0,4.0,1.0,1.0,0.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0
21348,2,0,0,8,8,8,8,8,3,3,1,1,1,0,10,10,10,10,10,10,10,4,4,4,0.0,2.0,0.0,4.0,4.0,4.0,1.0,1.0,0.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0
21349,2,0,3,1,0,11,5,5,5,5,5,5,2,2,2,2,0,12,12,12,26,26,26,26,0.0,2.0,0.0,4.0,4.0,4.0,1.0,1.0,0.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0
21350,2,0,3,1,0,11,5,5,5,5,5,5,2,2,2,2,0,12,12,12,26,26,26,26,0.0,2.0,0.0,4.0,4.0,4.0,1.0,1.0,0.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0
21351,2,0,0,8,8,8,8,8,3,3,1,1,1,0,9,9,9,9,9,9,9,9,9,9,0.0,2.0,0.0,4.0,4.0,4.0,1.0,1.0,0.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0
21352,2,0,0,8,8,8,8,8,3,3,1,1,1,0,10,10,10,10,10,10,10,4,4,4,0.0,2.0,0.0,4.0,4.0,4.0,1.0,1.0,0.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0
21353,2,0,3,1,0,11,5,5,5,5,5,5,2,2,2,2,0,12,12,12,26,26,26,26,0.0,2.0,0.0,4.0,4.0,4.0,1.0,1.0,0.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0
21354,0,5,5,5,5,5,2,0,8,8,8,8,8,3,3,3,3,3,1,0,11,11,11,11,4.0,4.0,4.0,1.0,0.0,11.0,11.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,0.0,15.0,15.0,15.0,15.0,15.0,7.0,7.0,7.0,7.0
21355,0,5,5,5,5,5,2,0,8,8,8,8,8,3,3,3,3,3,1,0,12,12,12,12,0.0,2.0,0.0,4.0,4.0,4.0,1.0,1.0,0.0,15.0,15.0,15.0,15.0,15.0,15.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0
21356,2,0,0,8,8,8,8,8,3,3,1,1,1,0,9,9,9,9,9,9,9,9,9,9,0.0,2.0,0.0,4.0,4.0,4.0,1.0,1.0,0.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0
21357,0,7,7,7,3,1,1,1,0,6,6,2,0,8,8,8,8,8,3,1,1,0,13,13,0.0,2.0,0.0,4.0,4.0,4.0,1.0,1.0,0.0,15.0,15.0,15.0,15.0,15.0,15.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0
21358,0,7,7,7,3,1,1,1,0,6,6,2,0,8,8,8,8,8,3,1,1,0,13,13,0.0,2.0,0.0,4.0,4.0,4.0,1.0,1.0,0.0,15.0,15.0,15.0,15.0,15.0,15.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0
21359,0,7,7,7,3,1,1,1,0,6,6,2,0,8,8,8,8,8,3,1,1,0,28,28,0.0,2.0,0.0,9.0,9.0,9.0,4.0,4.0,1.0,0.0,4.0,4.0,1.0,0.0,9.0,9.0,9.0,9.0,4.0,4.0,4.0,4.0,4.0,4.0
21360,2,0,3,1,0,7,7,7,7,7,3,3,3,1,0,21,21,21,21,21,21,21,21,21,0.0,2.0,0.0,4.0,4.0,4.0,1.0,1.0,0.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0
21361,5,2,2,2,2,2,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,6,6,5.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,9.0,9.0,9.0,9.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,0.0,27.0,27.0,27.0
21362,5,2,2,2,2,2,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,6,6,5.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,9.0,9.0,9.0,9.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,0.0,27.0,27.0,27.0
21363,5,2,2,2,2,2,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,6,6,4.0,4.0,4.0,1.0,0.0,3.0,3.0,3.0,3.0,1.0,0.0,17.0,17.0,17.0,17.0,17.0,17.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
21364,0,7,7,7,3,1,1,1,0,6,6,2,0,9,20,20,20,20,20,20,20,20,20,20,4.0,4.0,4.0,1.0,0.0,11.0,11.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
21365,0,7,7,7,3,1,1,1,0,6,6,2,0,9,20,20,20,20,20,20,20,20,20,20,4.0,4.0,4.0,1.0,0.0,11.0,11.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,0.0,15.0,15.0,15.0,15.0,15.0,7.0,7.0,7.0,7.0
21366,0,7,7,7,3,1,1,1,0,6,6,2,0,8,8,8,8,8,3,1,1,0,13,13,4.0,4.0,4.0,1.0,0.0,11.0,11.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,0.0,15.0,15.0,15.0,15.0,15.0,7.0,7.0,7.0,7.0
21367,5,2,2,2,2,2,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,6,6,5.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,6.0,6.0,6.0,6.0,6.0
21368,5,2,2,2,2,2,0,6,6,2,2,0,11,11,11,11,11,11,11,11,5,5,5,5,5.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,6.0,6.0,6.0,6.0,6.0
21369,5,2,2,2,2,2,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,6,6,5.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,6.0,6.0,6.0,6.0,6.0
21370,5,2,2,2,2,2,0,6,6,2,2,0,11,11,11,11,11,11,11,11,5,5,5,5,5.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,9.0,9.0,9.0,9.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,0.0,27.0,27.0,27.0
21371,5,2,2,2,2,2,0,6,6,2,2,0,11,11,11,11,11,11,11,11,5,5,5,5,5.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,6.0,6.0,6.0,6.0,6.0
21373,3,3,8,3,1,0,12,12,12,12,12,12,12,12,12,12,5,2,2,2,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,
21374,3,3,8,3,1,0,12,12,12,12,12,12,12,12,12,12,5,2,2,2,0,22,22,22,3.0,3.0,3.0,3.0,1.0,0.0,9.0,9.0,4.0,4.0,1.0,1.0,0.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
21376,5,2,2,2,2,2,0,6,6,2,2,0,11,11,11,11,11,11,11,11,5,5,5,5,4.0,4.0,4.0,1.0,0.0,3.0,3.0,3.0,3.0,1.0,0.0,5.0,5.0,5.0,2.0,2.0,0.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
21377,5,2,2,2,2,2,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,6,6,4.0,4.0,4.0,1.0,0.0,3.0,3.0,3.0,3.0,1.0,0.0,5.0,5.0,5.0,2.0,2.0,0.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
21378,0,7,7,7,3,1,1,1,0,6,6,2,0,9,20,20,20,20,20,20,20,20,20,20,4.0,4.0,4.0,1.0,0.0,11.0,11.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,0.0,15.0,15.0,15.0,15.0,15.0,7.0,7.0,7.0,7.0
21379,0,7,7,7,3,1,1,1,0,6,6,2,0,8,8,8,8,8,3,1,1,0,13,13,0.0,2.0,0.0,4.0,4.0,4.0,1.0,1.0,0.0,15.0,15.0,15.0,15.0,15.0,15.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0
21380,3,3,8,3,1,0,11,11,11,11,11,11,5,5,5,5,2,0,8,8,8,8,8,3,0.0,7.0,7.0,7.0,3.0,1.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,5.0,5.0,2.0,2.0,2.0,0.0,15.0,15.0,15.0,15.0
21381,3,3,8,3,1,0,11,11,11,11,11,11,5,5,5,5,2,0,24,24,24,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,
21382,3,3,8,3,1,0,11,11,11,11,11,11,5,5,5,5,2,0,24,24,24,24,24,24,0.0,7.0,7.0,7.0,3.0,1.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,5.0,5.0,2.0,2.0,2.0,0.0,15.0,15.0,15.0,15.0
21383,3,3,8,3,1,0,12,12,12,12,12,12,12,12,12,12,5,2,2,2,0,22,22,22,0.0,7.0,7.0,7.0,3.0,1.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,5.0,5.0,2.0,2.0,2.0,0.0,15.0,15.0,15.0,15.0
21384,3,3,8,3,1,0,12,12,12,12,12,12,12,12,12,12,5,2,2,2,0,22,22,22,0.0,7.0,7.0,7.0,3.0,1.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,0.0,5.0,5.0
21385,3,3,8,3,1,0,12,12,12,12,12,12,12,12,12,12,5,2,2,2,0,22,22,22,0.0,7.0,7.0,7.0,3.0,1.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,5.0,5.0,2.0,2.0,2.0,0.0,15.0,15.0,15.0,15.0
21386,5,2,2,2,2,2,0,6,6,2,2,0,11,11,11,11,11,11,11,11,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,
21387,5,2,2,2,2,2,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,6,6,0.0,2.0,0.0,9.0,9.0,9.0,4.0,4.0,1.0,0.0,4.0,4.0,1.0,0.0,9.0,9.0,9.0,9.0,4.0,4.0,4.0,4.0,4.0,4.0
21388,0,7,7,7,3,1,1,1,0,15,7,7,7,7,7,7,7,7,7,3,3,3,3,1,0.0,2.0,0.0,9.0,9.0,9.0,4.0,4.0,1.0,0.0,4.0,4.0,1.0,0.0,9.0,9.0,9.0,9.0,4.0,4.0,4.0,4.0,4.0,4.0
21389,1,1,1,0,7,3,3,3,1,1,0,6,6,6,6,6,6,6,6,6,6,6,2,2,0.0,2.0,0.0,9.0,9.0,9.0,4.0,4.0,1.0,0.0,4.0,4.0,1.0,0.0,11.0,11.0,5.0,5.0,5.0,5.0,5.0,2.0,0.0,3.0
21390,0,7,7,7,3,1,1,1,0,6,6,2,0,8,8,8,8,8,3,1,1,0,28,28,0.0,2.0,0.0,9.0,9.0,9.0,4.0,4.0,1.0,0.0,4.0,4.0,1.0,0.0,9.0,9.0,9.0,9.0,4.0,4.0,4.0,4.0,4.0,4.0
21391,2,0,3,1,0,7,7,7,7,7,3,3,3,1,0,21,21,21,21,21,21,21,21,21,0.0,2.0,0.0,9.0,9.0,9.0,4.0,4.0,1.0,0.0,4.0,4.0,1.0,0.0,9.0,9.0,9.0,9.0,4.0,4.0,4.0,4.0,4.0,4.0
21392,2,0,3,1,0,7,7,7,7,7,3,3,3,1,0,1,1,1,0,15,15,15,15,15,0.0,2.0,0.0,9.0,9.0,9.0,4.0,4.0,1.0,0.0,4.0,4.0,1.0,0.0,9.0,9.0,9.0,9.0,4.0,4.0,4.0,4.0,4.0,4.0
21393,0,7,7,7,3,1,1,1,0,15,7,7,7,7,7,7,7,7,7,3,3,3,3,1,0.0,2.0,0.0,9.0,9.0,9.0,4.0,4.0,1.0,0.0,4.0,4.0,1.0,0.0,9.0,9.0,9.0,9.0,4.0,4.0,4.0,4.0,4.0,4.0
21394,0,7,7,7,3,1,1,1,0,15,7,7,7,7,7,7,7,7,7,3,3,3,3,1,0.0,2.0,0.0,9.0,9.0,9.0,4.0,4.0,1.0,0.0,4.0,4.0,1.0,0.0,9.0,9.0,9.0,9.0,4.0,4.0,4.0,4.0,4.0,4.0
21395,2,0,3,1,0,7,7,7,7,7,3,3,3,1,0,1,1,1,0,25,25,25,25,25,0.0,2.0,0.0,9.0,9.0,9.0,4.0,4.0,1.0,0.0,4.0,4.0,1.0,0.0,9.0,9.0,9.0,9.0,4.0,4.0,4.0,4.0,4.0,4.0
21396,2,0,3,1,0,7,7,7,7,7,3,3,3,1,0,1,1,1,0,15,15,15,15,15,0.0,2.0,0.0,9.0,9.0,9.0,4.0,4.0,1.0,0.0,4.0,4.0,1.0,0.0,9.0,9.0,9.0,9.0,4.0,4.0,4.0,4.0,4.0,4.0
21397,2,0,3,1,0,11,5,5,5,5,5,5,2,2,2,2,0,23,23,23,23,23,23,23,0.0,2.0,0.0,4.0,4.0,4.0,1.0,1.0,0.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0
21398,2,0,3,1,0,11,5,5,5,5,5,5,2,2,2,2,0,23,23,23,23,23,23,23,0.0,2.0,0.0,4.0,4.0,4.0,1.0,1.0,0.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0
21399,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,22,22,22,22,22,10,10,10,0.0,2.0,0.0,9.0,9.0,9.0,4.0,4.0,1.0,0.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
21400,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,22,22,22,22,22,10,10,10,0.0,2.0,0.0,9.0,9.0,9.0,4.0,4.0,1.0,0.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
21401,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,22,22,22,22,22,10,10,10,2.0,0.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,0.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
21402,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,22,22,22,22,22,10,10,10,2.0,0.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,0.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
21403,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,22,22,22,22,22,10,10,10,0.0,2.0,0.0,9.0,9.0,9.0,4.0,4.0,1.0,0.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
21404,1,1,1,0,7,3,3,3,1,1,0,6,6,6,6,6,6,6,6,6,6,6,2,2,0.0,2.0,0.0,9.0,9.0,9.0,4.0,4.0,1.0,0.0,4.0,4.0,1.0,0.0,11.0,11.0,5.0,5.0,5.0,5.0,5.0,2.0,0.0,3.0
21405,3,3,8,3,1,0,11,11,11,11,11,11,5,5,5,5,2,0,24,24,24,24,24,24,0.0,7.0,7.0,7.0,3.0,1.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,0.0,28.0,28.0
21406,1,1,1,0,10,10,10,10,10,10,10,10,10,10,4,4,4,4,4,4,4,1,1,0,0.0,2.0,0.0,9.0,9.0,9.0,4.0,4.0,1.0,0.0,4.0,4.0,1.0,0.0,11.0,11.0,5.0,5.0,5.0,5.0,5.0,2.0,0.0,3.0
21407,1,1,1,0,7,3,3,3,1,1,0,6,6,6,6,6,6,6,6,6,6,6,2,2,0.0,2.0,0.0,9.0,9.0,9.0,4.0,4.0,1.0,0.0,4.0,4.0,1.0,0.0,11.0,11.0,5.0,5.0,5.0,5.0,5.0,2.0,0.0,3.0
21408,5,2,2,2,2,2,0,6,6,2,2,0,18,18,18,18,18,18,18,18,18,18,18,8,0.0,2.0,0.0,9.0,9.0,9.0,4.0,4.0,1.0,0.0,4.0,4.0,1.0,0.0,11.0,11.0,5.0,5.0,5.0,5.0,5.0,2.0,0.0,3.0
21409,5,2,2,2,2,2,0,6,6,2,2,0,11,11,11,11,11,11,11,11,5,5,5,5,0.0,7.0,7.0,7.0,3.0,1.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,0.0,28.0,28.0
21410,3,3,8,3,1,0,11,11,11,11,11,11,5,5,5,5,2,0,8,8,8,8,8,3,0.0,7.0,7.0,7.0,3.0,1.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,0.0,5.0,5.0
